"Probe Number","Probe Name","OS","Media","Test start time","Test duration","Connection start time","Connection duration","callSetupTime","score","sessionNumber","inSessionIdx","networking","firewall","browser","location","status","URL","reason","audioBitrate_In","audioBitrate_Out","audioBitrate_In_Max","audioBitrate_In_Min","audioBitrate_Out_Max","audioBitrate_Out_Min","audioPackets_In","audioPacketsLoss_In","audioPacketsLossPercent_In","audioPackets_Out","audioPacketsLoss_Out","audioPacketsLossPercent_Out","audioJitter_In","audioJitter_In_Max","audioJitter_Out","audioJitter_Out_Max","audioRoundtrip","audioRoundtrip_Max","videoBitrate_In","videoBitrate_Out","videoBitrate_In_Max","videoBitrate_In_Min","videoBitrate_Out_Max","videoBitrate_Out_Min","videoPackets_In","videoPacketsLoss_In","videoPacketsLossPercent_In","videoPackets_Out","videoPacketsLoss_Out","videoPacketsLossPercent_Out","videoJitter_In","videoJitter_In_Max","videoJitter_Out","videoJitter_Out_Max","videoRoundtrip","videoRoundtrip_Max"
"086","quixotic-meat-086","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.500Z","384.861","2021-03-23T18:59:28.428Z","131.702",3,5.1,43,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7b59bdd00110dc5d8","Error while running .navigateTo) protocol action: An unknown error has occurred.","56.00","30.15","33.77","10.84","33.80","16.47",12270,0,"0 %",6454,66,"1.02 %","13.54",35,"5.55","8.77","20.77",68,"1094.67","658.91","1603.72","181.09","1282.77","52.04",17378,0,"0 %",10940,0,"0 %","248.32","360.80","6.90","32.90","19.15",54
"087","quixotic-meat-087","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.501Z","396.496","2021-03-23T18:58:30.922Z","174.243",77.57,5.5,44,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a39b7b59bdd00110dc5d9","https:/www.staging.liviasaude.com.br/assetslv2/js/scripts.min.js - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","194.76","56.94","83.21",0,"70.04","11.78",45755,0,"0 %",16399,64,"0.78 %","14.57",75,"8.35","15.19","22.63",66,"5363.94","1603.06","1196.68","226.70","1222.30","191.64",88823,0,"0 %",32592,"0.50","0.00 %","1328.04","2716.79","6.71",19,"21.68",63
"088","quixotic-meat-088","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.501Z","403.032","2021-03-23T18:59:41.380Z","102.323",6.97,5.3,44,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7b59bdd00110dc5da","Error while running .navigateTo) protocol action: An unknown error has occurred.","54.98","27.54","89.80",0,"39.79","12.11",9916,0,"0 %",4728,61,"1.29 %","14.31",123,"7.90","10.52","19.77",27,"1662.63","724.60","1275.20","262.29","1339.26","236.89",20286,0,"0 %",8685,0,"0 %","1496.13","2557.76","8.04","26.42","22.91",71
"089","quixotic-meat-089","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.504Z","391.667","2021-03-23T18:58:36.982Z","180.83",74.22,5.5,45,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a39b7b59bdd00110dc5db","https:/www.staging.liviasaude.com.br/assetslv2/img/seta-link.svg - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","169.65","59.98","55.18","5.98","38.73","19.41",40313,"7.50","0.11 %",15989,"16.50","0.21 %","9.12",39,"6.35","9.46","21.91",61,"4387.67","1489.91","1104.23","255.41","1264.34","202.66",76632,0,"0 %",29852,0,"0 %","411.54",812,"6.02","13.06","18.73",47
"090","quixotic-meat-090","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.505Z","384.863","2021-03-23T18:59:30.198Z","127.477",5.13,5.5,45,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7b59bdd00110dc5dc","Error while running .navigateTo) protocol action: An unknown error has occurred.","55.01","29.20","240.72",0,"34.12","16.95",11983,0,"0 %",6161,66,"1.07 %","20.99",190,"7.69","12.75","27.49",161,"1715.51","749.31","1746.44","227.70","1131.24","255.09",25470,0,"0 %",11688,0,"0 %","689.48","1356.54","6.42","21.26","21.21",87
"091","quixotic-meat-091","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.505Z","397.904","2021-03-23T18:57:42.630Z","225.216",121.91,5.4,46,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a39b7b59bdd00110dc5dd","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","199.48","60.22","106.48",0,"57.77","14.05",54095,"14.57","0.19 %",20659,82,"0.79 %","15.24",60,"10.68","19.98","27.15",86,"4825.12","1055.52","1392.38","242.79","726.07","94.37",95932,0,"0 %",28633,0,"0 %","1007.46","1856.00","13.24","55.07","24.40",173
"092","quixotic-meat-092","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.505Z","392.208","2021-03-23T18:59:27.509Z","118.131",5.3,5.6,46,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7b59bdd00110dc5de","Error while running .navigateTo) protocol action: An unknown error has occurred.","58.31","29.88","285.80",0,"34.40","14.46",10803,"58.50","1.08 %",5583,76,"1.36 %","19.10",109,"9.88","16.19","23.39",58,"1117.12","703.52","1886.99","282.87","1322.87","210.03",16113,0,"0 %",9772,0,"0 %","683.25","1123.00","8.38","32.23","25.20",119
"093","quixotic-meat-093","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.506Z","1022.02","No data","NaN",NaN,0,47,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","timeout","app.testrtc.com/app/testIteration/605a39b7b59bdd00110dc5df","Test timeout after 1020s",0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0
"094","quixotic-meat-094","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.506Z","707.207","No data","NaN",NaN,0,47,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7b59bdd00110dc5e0","Error while running .navigateTo) protocol action: An unknown error has occurred.",0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0
"095","quixotic-meat-095","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.506Z","1022.024","No data","NaN",NaN,0,48,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","timeout","app.testrtc.com/app/testIteration/605a39b7b59bdd00110dc5e1","Test timeout after 1020s",0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0
"096","quixotic-meat-096","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.506Z","632.235","No data","NaN",NaN,0,48,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7b59bdd00110dc5e2"," Timed out while waiting for element <#header > div.header-container > div.header-topo > a> to be present for 500000 milliseconds. - expected ""visible"" but got: ""not found"" (500287ms), waitForElementVisible ('#header > div.header-container > div.header-topo > a', 500000) (Line:196)",0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0
"097","quixotic-meat-097","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.507Z","411.544","2021-03-23T18:57:44.276Z","233.062",123.95,5.1,49,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a39b7b59bdd00110dc5e3","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","192.69","55.93","104.60",0,"83.42","3.96",51658,"15.29","0.21 %",20495,"39.50","0.39 %","18.90",88,"15.03","37.38","58.12",231,"5094.38","1577.05","1246.51","172.72","1553.73","119.28",96728,0,"0 %",39667,0,"0 %","1274.40","1957.44","11.74","36.78","44.44",277
"098","quixotic-meat-098","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.507Z","396.69","2021-03-23T18:59:40.380Z","97.151",3,4.6,49,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7b59bdd00110dc5e4","Error while running .navigateTo) protocol action: An unknown error has occurred.","50.66","27.40","158.55",0,"44.39","14.52",8300,22,"0.53 %",4560,46,"1.01 %","19.14",139,"10.90","24.77","25.04",57,"1021.56","693.14","1182.95",119,"1582.14","176.05",11949,0,"0 %",7940,0,"0 %","1299.81","2310.00","9.65","29.31","23.11",52
"099","quixotic-meat-099","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.507Z","409.541","2021-03-23T18:57:39.545Z","244.356",126.64,5.5,50,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a39b7b59bdd00110dc5e5","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","202.37","59.82","86.91",0,"59.46","6.88",60811,"10.43","0.12 %",22104,67,"0.61 %","16.36",88,"12.03","20.06","37.64",88,"5329.64","1439.58","1564.41","284.51","1910.50","33.59",115900,0,"0 %",39955,0,"0 %","1407.27","2231.00","11.61","64.60","32.82",201
"100","quixotic-meat-100","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.508Z","388.463","2021-03-23T18:59:24.805Z","137.638",4.01,5.6,50,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7b59bdd00110dc5e6","Error while running .navigateTo) protocol action: An unknown error has occurred.","59.29","29.60","35.58","19.85","34.64","15.31",12981,0,"0 %",6629,71,"1.07 %","12.29",35,"8.47","22.21","21.98",65,"1306.71","827.23","1973.88","249.11","1626.63","210.04",21242,0,"0 %",13501,0,"0 %","197.19","374.10","6.72","14.74","21.33",45
