"Probe Number","Probe Name","OS","Media","Test start time","Test duration","Connection start time","Connection duration","callSetupTime","score","sessionNumber","inSessionIdx","networking","firewall","browser","location","status","URL","reason","audioBitrate_In","audioBitrate_Out","audioBitrate_In_Max","audioBitrate_In_Min","audioBitrate_Out_Max","audioBitrate_Out_Min","audioPackets_In","audioPacketsLoss_In","audioPacketsLossPercent_In","audioPackets_Out","audioPacketsLoss_Out","audioPacketsLossPercent_Out","audioJitter_In","audioJitter_In_Max","audioJitter_Out","audioJitter_Out_Max","audioRoundtrip","audioRoundtrip_Max","videoBitrate_In","videoBitrate_Out","videoBitrate_In_Max","videoBitrate_In_Min","videoBitrate_Out_Max","videoBitrate_Out_Min","videoPackets_In","videoPacketsLoss_In","videoPacketsLossPercent_In","videoPackets_Out","videoPacketsLoss_Out","videoPacketsLossPercent_Out","videoJitter_In","videoJitter_In_Max","videoJitter_Out","videoJitter_Out_Max","videoRoundtrip","videoRoundtrip_Max"
"001","sad-stone-001","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.546Z","843.62","2021-03-23T20:11:45.496Z","681.177",73.49,5.8,1,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f44","Error while running .elementSubmit) protocol action: stale element reference: element is not attached to the page document","57.55","30.74","68.90",0,"64.17","8.34",13420,0,"0 %",8694,28,"0.32 %","12.28",42,"10.56","40.46","30.10",202,"1537.56","823.19","1179.06","43.30","1927.07","235.05",25854,0,"0 %",17351,0,"0 %","77.01","100.10","7.59","72.91","27.68",306
"002","sad-stone-002","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.548Z","388.634","2021-03-23T20:12:56.012Z","108.246",3.28,5.6,1,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f45","Error while running .navigateTo) protocol action: An unknown error has occurred.","28.87","28.38","85.51",0,"34.45","15.68",5252,0,"0 %",5234,54,"1.03 %","14.04",78,"10.55","39.56","62.41",641,"859.85","742.02","1629.92","279.10","1240.23","189.73",10920,0,"0 %",9905,8,"0.08 %","678.61","1542.00","9.13","105.29","32.25",292
"003","sad-stone-003","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.549Z","397.922","2021-03-23T20:11:10.001Z","217.982",113.99,5.9,2,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f46","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","117.17","30.56","140.23",0,"77.29","7.85",29990,0,"0 %",10509,0,"0 %","14.14",51,"8.29","22.52","21.87",148,"3178.97","865.91","1374.77","55.72","2267.75","172.26",60529,0,"0 %",22263,1,"0.00 %","360.45","754.00","6.44","17.94","22.28",130
"004","sad-stone-004","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.549Z","394.051","2021-03-23T20:12:56.137Z","112.006",4.04,5.7,2,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f47","Error while running .navigateTo) protocol action: An unknown error has occurred.","27.84","28.67","182.37",0,"33.38","17.79",5387,0,"0 %",5355,29,"0.54 %","16.64",37,"10.70","27.10","33.24",229,"861.05","832.48","1658.87","235.59","1446.93","122.86",11174,0,"0 %",11030,0,"0 %","854.59","2342.53","8.31","79.71","25.36",194
"005","sad-stone-005","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.550Z","371.762","2021-03-23T20:11:55.606Z","140.347",39.67,5.2,3,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f48","https:/www.staging.liviasaude.com.br/assetslv2/img/marca-szd.png - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","85.18","28.86","135.69",0,"55.36","12.54",15771,0,"0 %",6720,71,"1.06 %","13.01",73,"9.65","35.17","23.14",61,"2176.61","665.63","1229.29","94.17","1216.97","58.93",28554,0,"0 %",11482,43,"0.37 %","216.72","15601.33","9.52","46.98","27.44",415
"006","sad-stone-006","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.551Z","371.505","2021-03-23T20:12:28.921Z","105.936",5.62,5.5,3,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f49","https:/www.staging.liviasaude.com.br/assetslv2/js/owl.carousel.min.js - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","28.12","28.80","209.57",0,"33.34","15.97",5067,0,"0 %",5019,69,"1.37 %","15.06",92,"9.49","35.75","32.99",339,"671.74","812.79","1148.62",0,"1338.67","248.91",8431,0,"0 %",10113,67,"0.66 %","1018.04","2201.00","7.61","44.11","26.56",243
"007","sad-stone-007","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.552Z","394.671","2021-03-23T20:11:10.649Z","211.674",122.67,5.6,4,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f4a","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","85.92","29.70","61.52",0,"42.73","14.41",17281,0,"0 %",10395,52,"0.50 %","11.19",27,"7.56","21.98","24.96",276,"2351.69","831.77","1460.41","140.80","1852.09","172.91",34112,0,"0 %",21319,111,"0.52 %","2185.96",79392,"7.03","72.84","20.95",238
"008","sad-stone-008","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.552Z","391.063","2021-03-23T20:13:00.196Z","100.349",4,5.4,4,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f4b","Error while running .navigateTo) protocol action: An unknown error has occurred.","26.54","29.08","218.92",0,"33.02","20.07",4490,0,"0 %",4792,32,"0.67 %","20.37",232,"8.39",17,"21.85",50,"728.76","807.71","1551.78","113.08","1384.07","183.10",8440,0,"0 %",9590,1,"0.01 %","302.07","773.00","7.62","16.43","43.54",931
"009","sad-stone-009","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.553Z","400.561","2021-03-23T20:11:09.307Z","218.398",113.01,5.9,5,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f4c","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","118.57","59.55","110.71",0,"73.93","12.57",35524,"1.50","0.02 %",20683,"55.50","0.54 %","12.56",61,"9.05","21.94","29.29",84,"3409.49","1634.51","1979.58",0,"1863.10","98.91",73751,0,"0 %",41730,"107.50","0.52 %","268.05","627.00","11.48","264.26","42.45",1615
"010","sad-stone-010","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.562Z","394.072","2021-03-23T20:13:02.364Z","103.013",4,5,5,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f4d","Error while running .navigateTo) protocol action: An unknown error has occurred.","29.37",0,"157.83",0,0,0,4715,0,"0 %",0,0,"0 %","16.56",102,0,0,0,0,"651.30",0,"1967.91",0,0,0,7850,0,"0 %",0,0,"0 %","106.97","149.75",0,0,0,0
"011","sad-stone-011","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.563Z","398.914","2021-03-23T20:11:14.639Z","216.358",123.36,6,6,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f4e","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","87.15","30.56","36.20","20.40","59.70","10.99",22957,0,"0 %",10357,0,"0 %","11.24",27,"9.23","24.83","21.87",80,"2461.69","895.54","1381.46","252.41","1807.71","93.80",45701,0,"0 %",22570,0,"0 %","325.47","1030.07","6.18","14.30","22.99",148
"012","sad-stone-012","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.564Z","394.475","2021-03-23T20:13:00.948Z","109.999",15,5.8,6,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f4f","Error while running .navigateTo) protocol action: An unknown error has occurred.","27.70","28.88","148.76",0,"33.06","21.77",5179,0,"0 %",4684,0,"0 %","15.24",129,"11.21","22.60","31.21",102,"821.70","867.52","1244.79","232.25","1409.12","283.77",10407,0,"0 %",10104,1,"0.01 %","671.33","1943.52","6.21","18.28","28.97",172
"013","sad-stone-013","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.565Z","398.051","2021-03-23T20:11:17.491Z","219.012",113.53,5.4,7,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f50","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","171.58","59.07","62.18",0,"64.69","14.51",45725,6,"0.08 %",19428,"25.50","0.26 %","14.83",32,"11.05","19.71","32.64",161,"4626.41","1493.24","1211.77","209.55","1517.35","149.67",88078,0,"0 %",36044,"3.50","0.02 %","1541.62","2641.00","10.03","48.73","35.38",263
"014","sad-stone-014","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.565Z","386.157","2021-03-23T20:12:43.192Z","132.617",3.63,5.2,7,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f51","Error while running .navigateTo) protocol action: An unknown error has occurred.","54.83","28.51","155.55",0,"33.80","13.39",12163,0,"0 %",6376,25,"0.39 %","16.05",49,"8.80","12.65","29.38",79,"1440.77","681.62","1481.75","146.18","1267.66","237.66",22679,0,"0 %",11009,9,"0.08 %","300.44","791.00","8.15","35.73","24.07",175
"015","sad-stone-015","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.570Z","406.116","2021-03-23T20:11:10.134Z","221.48",93.82,6.1,8,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f52","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","119.68","60.43","80.41","14.55","80.11","15.73",36277,2,"0.02 %",20414,20,"0.20 %","12.43",34,"10.39","25.98","48.75",287,"3388.64","1690.58","1655.88","113.69","1664.52","113.69",75669,0,"0 %",42509,0,"0 %","326.38","656.62","7.38","25.04","27.97",294
"016","sad-stone-016","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.571Z","397.442","2021-03-23T20:13:01.954Z","106.827",10.88,5.9,8,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f53","Error while running .navigateTo) protocol action: An unknown error has occurred.","60.02",0,"36.13","19.41",0,0,9688,3,"0.06 %",0,0,"0 %","12.67",28,0,0,0,0,"1747.68",0,"1357.91","273.61",0,0,20450,0,"0 %",0,0,"0 %","145.80","202.96",0,0,0,0
"017","sad-stone-017","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.573Z","409.933","2021-03-23T20:11:00.292Z","233.542",137.49,5.4,9,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f54","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","202.05","58.51","47.21","6.18","52.66","9.77",58385,4,"0.05 %",21140,25,"0.24 %","18.47",39,"14.54","32.85","88.12",755,"5249.42","1514.87","1385.19","119.58","2006.52","72.69",110522,0,"0 %",39366,3,"0.02 %","1191.59","1949.83","12.52","49.76","45.91",432
"018","sad-stone-018","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.574Z","389.269","2021-03-23T20:12:45.716Z","123.451",4.55,5.2,9,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f55","Error while running .navigateTo) protocol action: An unknown error has occurred.","55.03","28.73","207.72",0,"33.88","13.26",11572,0,"0 %",5938,19,"0.32 %","16.90",63,"9.11","16.40","26.77",115,"1307.96","679.27","1734.17","236.30","1334.81","108.38",18840,0,"0 %",10296,6,"0.06 %","222.21","724.00","8.79","24.23","27.99",152
"019","sad-stone-019","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.575Z","1022.006","No data","NaN",NaN,0,10,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","timeout","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f56","Test timeout after 1020s",0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0
"020","sad-stone-020","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.576Z","635.604","No data","NaN",NaN,0,10,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f57"," Timed out while waiting for element <#header > div.header-container > div.header-topo > a> to be present for 500000 milliseconds. - expected ""visible"" but got: ""not found"" (500414ms), waitForElementVisible ('#header > div.header-container > div.header-topo > a', 500000) (Line:196)",0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0
"021","sad-stone-021","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.577Z","1022.008","No data","NaN",NaN,0,11,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","timeout","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f58","Error while running .navigateTo) protocol action: An unknown error has occurred.",0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0
"022","sad-stone-022","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.578Z","637.056","No data","NaN",NaN,0,11,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f59"," Timed out while waiting for element <#header > div.header-container > div.header-topo > a> to be present for 500000 milliseconds. - expected ""visible"" but got: ""not found"" (500362ms), waitForElementVisible ('#header > div.header-container > div.header-topo > a', 500000) (Line:196)",0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0
"023","sad-stone-023","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.582Z","388.109","2021-03-23T20:11:49.076Z","188.774",79.87,5.5,12,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f5a","https:/www.staging.liviasaude.com.br/assetslv2/img/logo-livia-azul.svg - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","84.59","30.19","162.73",0,"36.12","15.57",18834,0,"0 %",8304,14,"0.17 %","14.07",141,"6.84","19.83","17.12",29,"2358.08","791.21","1483.66",0,"1105.70","234.32",37052,0,"0 %",16160,0,"0 %","74.68","91.07","6.39","23.16","23.77",357
"024","sad-stone-024","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.583Z","389.009","2021-03-23T20:12:55.622Z","121.747",2.7,5.5,12,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f5b","Error while running .navigateTo) protocol action: An unknown error has occurred.","27.93","27.66","112.24",0,"34.02","14.97",5726,0,"0 %",5852,64,"1.09 %","16.33",121,"9.95","26.71","45.98",335,"882.25","838.83","1697.46","250.51","1820.07","210.95",12321,0,"0 %",12314,0,"0 %","729.92","1889.11","8.67","117.10","26.11",86
"025","sad-stone-025","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.584Z","397.668","2021-03-23T20:12:33.559Z","132.807",46.33,5.7,13,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f5c","Error while running .navigateTo) protocol action: An unknown error has occurred.","86.31","29.52","38.16","17.33","37.04","20.33",15334,0,"0 %",6566,17,"0.26 %","11.79",27,"8.08","26.69","35.41",303,"2354.72","819.36","1342.54","88.45","1277.55","253.38",29628,0,"0 %",12994,0,"0 %","216.79","1028.33","6.42","30.89","24.08",137
"026","sad-stone-026","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.584Z","398.705","2021-03-23T20:13:03.234Z","100.972",13,5.8,13,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f5d","Error while running .navigateTo) protocol action: An unknown error has occurred.","29.12","29.09","81.25",0,"33.21","20.76",4750,0,"0 %",4356,19,"0.44 %","11.41",46,"11.48","24.17","29.30",90,"753.11","849.25","1330.74",0,"1270.52","229.50",8790,0,"0 %",9070,1,"0.01 %","440.76","1164.35","7.29","24.30","35.92",321
"027","sad-stone-027","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.585Z","400.416","2021-03-23T20:11:09.467Z","219.457",131.71,5.8,14,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f5e","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","147.09","30.25","75.08",0,"56.30","3.86",33323,"0.40","0.01 %",10631,36,"0.34 %","13.19",31,"8.73","54.54","27.62",184,"3986.78","820.38","1335.91","136.55","1706.76","102.83",66382,0,"0 %",21685,89,"0.41 %","88.83","101.14","7.66","98.28","24.87",686
"028","sad-stone-028","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.586Z","395.043","2021-03-23T20:13:02.275Z","105.999",10,5.8,14,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f5f","Error while running .navigateTo) protocol action: An unknown error has occurred.","29.85","29.24","257.70",0,"34.19","18.74",4798,0,"0 %",4736,31,"0.65 %","15.04",124,"9.63","31.73","33.60",143,"773.08","733.36","1263.76",0,"1092.19","209.91",9163,0,"0 %",8857,0,"0 %","207.10","490.75","7.99","45.20","32.02",262
"029","sad-stone-029","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.586Z","404.26","2021-03-23T20:11:51.824Z","179.691",80.48,5.3,15,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f60","https:/www.staging.liviasaude.com.br/assetslv2/img/seta-next.svg - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","199.22","58.69","73.46",0,"80.97","8.54",45858,"1.29","0.02 %",16329,29,"0.36 %","15.82",31,"14.02","34.98","35.79",124,"5397.84","1548.39","1226.88","125.99","1478.62","136.05",87158,0,"0 %",31084,0,"0 %","1571.01","2554.00","9.03","52.81","35.41",193
"030","sad-stone-030","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.587Z","387.129","2021-03-23T20:12:58.831Z","111.694",6.41,5.2,15,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f61","Error while running .navigateTo) protocol action: An unknown error has occurred.","55.50","27.80","106.62",0,"35.91","17.22",10476,0,"0 %",5252,30,"0.57 %","18.41",36,"11.61","28.63","28.29",69,"1523.17","717.14","1545.56","224.49","1233.09","131.84",19948,0,"0 %",9538,8,"0.08 %","803.16","1989.40","9.10","66.11","28.63",309
"031","sad-stone-031","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.588Z","406.664","2021-03-23T20:10:58.070Z","237.451",140.47,5.4,16,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f62","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","203.17","57.14","92.70",0,"91.49","17.50",58077,"4.71","0.06 %",22053,4,"0.04 %","15.49",48,"11.86","22.42","30.04",127,"5110.82","1668.53","1131.85",0,"1968.34","237.60",108680,0,"0 %",45214,0,"0 %","1214.13","2220.73","8.00","21.88","30.64",246
"032","sad-stone-032","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.588Z","389.884","2021-03-23T20:12:59.049Z","114.804",8.8,5.5,16,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f63","Error while running .navigateTo) protocol action: An unknown error has occurred.","57.79","29.46","191.17",0,"33.79","18.95",10722,0,"0 %",5343,44,"0.82 %","19.08",55,"9.62","42.75","21.64",71,"1560.59","611.80","1899.55","142.72","1102.06","197.33",20357,0,"0 %",8576,0,"0 %","467.56","854.23","9.51","68.81","28.36",215
"033","sad-stone-033","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.589Z","388.602","2021-03-23T20:11:09.097Z","222.788",122.01,5.6,17,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f64","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","146.10","30.09","89.02",0,"68.78","12.46",36870,0,"0 %",9809,18,"0.18 %","12.70",79,"8.43","17.63","25.09",92,"3682.24","794.93","1202.34",0,"2106.51","139.63",70170,0,"0 %",19021,0,"0 %","83.09","121.18","7.67","44.99","22.34",105
"034","sad-stone-034","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.590Z","377.307","2021-03-23T20:12:40.504Z","131.824",3.38,5.7,17,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f65","Error while running .navigateTo) protocol action: An unknown error has occurred.","29.53","28.41","230.65",0,"33.07","15.27",6297,0,"0 %",6387,85,"1.33 %","18.31",143,"12.02","45.58","40.05",286,"806.73","748.37","1728.52","302.28","1210.70","229.91",12437,0,"0 %",12120,35,"0.29 %","379.63","1196.36","7.64","42.97","28.37",411
"035","sad-stone-035","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.590Z","408.309","2021-03-23T20:11:11.110Z","221.854",125.93,5.6,18,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f66","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","176.09","58.23","41.65",7,"114.40","12.77",43377,3,"0.04 %",20017,13,"0.13 %","18.15",38,"13.64","30.19","47.39",488,"4712.08","1675.83","1410.20","43.48","1819.27","179.71",83227,0,"0 %",40766,"0.50","0.00 %","1377.88","2246.39","9.11",29,"41.80",469
"036","sad-stone-036","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.591Z","392.764","2021-03-23T20:13:00.148Z","107.592",7.01,5.5,18,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f67","Error while running .navigateTo) protocol action: An unknown error has occurred.","55.16","30.01","209.95",0,"33.52","21.90",10079,0,"0 %",5004,22,"0.44 %","20.38",45,"9.46",26,"20.92",45,"1445.88","788.30","1789.50","257.63","1086.02","215.13",17987,0,"0 %",9931,11,"0.11 %","503.44","1255.04","7.65","23.39","28.99",153
"037","sad-stone-037","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.591Z","397.832","2021-03-23T20:11:07.237Z","223.416",127.42,5.8,19,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f68","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","116.74","29.43","88.79",0,"68.16","15.58",30571,"1.50","0.02 %",10526,1,"0.01 %","13.54",40,"8.95","16.02","28.09",64,"3328.14","863.60","2134.91","216.98","2517.47","136.73",63260,0,"0 %",22274,0,"0 %","825.09","2017.00","6.73","16.32","24.69",147
"038","sad-stone-038","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.669Z","391.729","2021-03-23T20:12:56.161Z","114.318",13.32,5.8,19,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f69","Error while running .navigateTo) protocol action: An unknown error has occurred.","28.65","28.85","164.08",0,"33.46","19.55",5432,0,"0 %",4981,0,"0 %","14.93",133,"10.05","27.58","24.63",40,"821.30","835.55","2033.66","190.32","1207.24","284.28",10869,0,"0 %",10299,0,"0 %","186.95","347.00","6.99","13.93","24.63",110
"039","sad-stone-039","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.669Z","401.586","2021-03-23T20:11:11.376Z","222.422",122.72,5.6,20,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f6a","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","116.62","28.94","75.02","17.03","61.56","12.85",29461,"0.75","0.01 %",10498,59,"0.56 %","12.37",29,"10.09","33.33","22.64",68,"3026.89","797.23","2442.69","119.09","1510.06","109.02",56273,0,"0 %",20415,14,"0.07 %","242.86","315.00","8.49","140.26","27.06",664
"040","sad-stone-040","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.670Z","393.26","2021-03-23T20:12:55.949Z","116.578",4.58,5.4,20,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f6b","Error while running .navigateTo) protocol action: An unknown error has occurred.","27.99","29.09","307.91",0,"34.15","18.23",5446,5,"0.09 %",5546,55,"0.99 %","20.54",44,"9.57","21.10","21.75",45,"798.79","579.73","1793.70",0,"1388.16","123.83",10598,0,"0 %",8540,146,"1.71 %","257.54","654.43","11.64","148.52","30.53",209
"041","sad-stone-041","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.671Z","407.94","2021-03-23T20:11:05.103Z","229.348",120.83,5.3,21,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f6c","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","196.55","59.11","133.28",0,"102.11","9.55",56749,"3.71","0.05 %",21243,"23.50","0.22 %","16.96",68,"12.68","28.13","32.96",77,"5363.42","1699.61","1652.94",0,"1955.06","86.12",112217,0,"0 %",44156,0,"0 %","1286.15","2570.57","8.78","34.83","29.91",192
