"Probe Number","Probe Name","OS","Media","Test start time","Test duration","Connection start time","Connection duration","callSetupTime","score","sessionNumber","inSessionIdx","networking","firewall","browser","location","status","URL","reason","audioBitrate_In","audioBitrate_Out","audioBitrate_In_Max","audioBitrate_In_Min","audioBitrate_Out_Max","audioBitrate_Out_Min","audioPackets_In","audioPacketsLoss_In","audioPacketsLossPercent_In","audioPackets_Out","audioPacketsLoss_Out","audioPacketsLossPercent_Out","audioJitter_In","audioJitter_In_Max","audioJitter_Out","audioJitter_Out_Max","audioRoundtrip","audioRoundtrip_Max","videoBitrate_In","videoBitrate_Out","videoBitrate_In_Max","videoBitrate_In_Min","videoBitrate_Out_Max","videoBitrate_Out_Min","videoPackets_In","videoPacketsLoss_In","videoPacketsLossPercent_In","videoPackets_Out","videoPacketsLoss_Out","videoPacketsLossPercent_Out","videoJitter_In","videoJitter_In_Max","videoJitter_Out","videoJitter_Out_Max","videoRoundtrip","videoRoundtrip_Max"
"21","waiting-balloon-21","Linux","VOA-VGA04 (480x640)","2021-03-23T19:51:20.133Z","347.787","2021-03-23T19:53:06.615Z","179.377",72.55,5.7,11,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d77","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","85.95","29.65","81.48",0,"82.02","7.21",18705,"0.33","0.01 %",8706,0,"0 %","9.58",28,"6.57","11.33","20.11",34,"2602.02","847.61","2515.43","120.11","2719.55","119.38",39355,0,"0 %",17984,1,"0.01 %","9422.00",517398,"6.59","18.62","19.19",89
"22","waiting-balloon-22","Linux","VOA-VGA (480x640)","2021-03-23T19:51:20.134Z","347.746","2021-03-23T19:54:14.097Z","111.63",3.74,5.8,11,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d78","https:/www.staging.liviasaude.com.br/assetslv2/img/seta-link.svg - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","28.90","28.16","35.49","19.73","32.70","16.70",5433,0,"0 %",5332,20,"0.38 %","9.27",18,"7.37","12.46","16.46",21,"909.73","857.14","1365.82","287.20","1308.20","223.52",11775,0,"0 %",11264,11,"0.10 %","181.11","248.00","6.23","11.41","19.40",47
"23","waiting-balloon-23","Linux","VOA-VGA04 (480x640)","2021-03-23T19:51:20.136Z","370.834","2021-03-23T19:53:26.354Z","180.199",55.8,5.4,12,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d79","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","203.43","59.29","34.23","18.37","80.10","14.27",49302,"0.86","0.01 %",16058,10,"0.12 %","15.62",28,"12.62","25.27","49.37",233,"5589.80","1471.29","1262.57","243.26","1489.45","97.16",93203,0,"0 %",28357,0,"0 %","1343.59","2109.67","11.02","25.10","41.40",242
"24","waiting-balloon-24","Linux","VOA-VGA (480x640)","2021-03-23T19:51:20.136Z","347.781","2021-03-23T19:54:14.834Z","129.271",4,5.4,12,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d7a","https:/www.staging.liviasaude.com.br/assetslv2/img/img-consultas-desktop.jpg - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","56.63","28.01","85.08",0,"33.73","17.35",12188,1,"0.02 %",6157,0,"0 %","16.16",35,"7.41","9.90","19.65",33,"1509.92","849.81","1507.49","187.76","1296.91","199.93",22236,0,"0 %",12899,0,"0 %","507.43","1534.54","6.68","18.66","21.37",117
"25","waiting-balloon-25","Linux","VOA-VGA04 (480x640)","2021-03-23T19:51:20.137Z","367.273","2021-03-23T19:53:08.762Z","192.983",73.75,5.5,13,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d7b","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","203.32","59.67","66.30","17.14","87.74","22.69",50979,"2.57","0.04 %",17509,"7.50","0.09 %","14.65",29,"12.47","26.19","45.17",205,"5503.14","1556.58","2148.98","172.60","1348.16","211.52",96603,0,"0 %",33341,0,"0 %","1196.48","2175.32","9.53","27.93","35.21",370
"26","waiting-balloon-26","Linux","VOA-VGA (480x640)","2021-03-23T19:51:20.137Z","352.387","2021-03-23T19:54:17.662Z","121.994",3.46,5.4,13,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d7c","https:/www.staging.liviasaude.com.br/assetslv2/img/marca-alta.svg - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","57.54","28.46","207.52",0,"33.12","18.34",11449,0,"0 %",5791,11,"0.19 %","20.07",53,"7.32","14.31","16.41",22,"1487.94","764.46","1635.42","140.16","1280.52","176.41",20962,0,"0 %",11147,6,"0.05 %","411.69","964.08","7.25","21.07","20.38",79
"27","waiting-balloon-27","Linux","VOA-VGA04 (480x640)","2021-03-23T19:51:20.138Z","360.462","2021-03-23T19:53:11.225Z","182.907",98.54,5.6,14,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d7d","Error while running .elementSubmit) protocol action: stale element reference: element is not attached to the page document","204.07","59.34",35,"15.40","98.67","17.44",37503,"2.14","0.04 %",14926,"11.50","0.15 %","14.08",27,"11.99","23.23","32.06",299,"5621.75","1526.88","1120.32","260.55","1620.20","136.09",72247,0,"0 %",27554,0,"0 %","825.94","1707.76","8.01",19,"29.95",299
"28","waiting-balloon-28","Linux","VOA-VGA (480x640)","2021-03-23T19:51:20.138Z","342.244","2021-03-23T19:54:21.540Z","70.476",3.48,5.4,14,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d7e","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:944575 Se","56.84","27.26","36.20","20.45","33.24","17.48",6774,0,"0 %",3342,12,"0.36 %","9.38",22,"6.66","14.15","20.78",38,"1621.25","807.08","1364.34","319.09","1200.68","250.09",13128,0,"0 %",6524,0,"0 %","143.87","217.00","6.14","10.76","18.83",34
"29","waiting-balloon-29","Linux","VOA-VGA04 (480x640)","2021-03-23T19:51:20.139Z","364.369","2021-03-23T19:53:22.423Z","176.441",59.77,5.7,15,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d7f","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","203.21","60.72","42.77","9.86","132.33","14.45",49036,0,"0 %",16282,18,"0.22 %","14.15",25,"11.80","22.65","30.33",156,"5836.86","1595.41","1929.88","222.31","1592.97","161.26",97199,0,"0 %",31440,0,"0 %","1204.47","2565.14","8.26","22.03","35.35",280
"30","waiting-balloon-30","Linux","VOA-VGA (480x640)","2021-03-23T19:51:20.139Z","345.241","2021-03-23T19:54:14.006Z","123.327",5,5.5,15,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d80","https:/www.staging.liviasaude.com.br/assetslv2/img/features-icone-01.svg - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","58.86","27.09","96.69",0,"33.29","16.13",11747,0,"0 %",5883,13,"0.22 %","13.59",26,"7.54","12.63","17.29",26,"1623.58","841.61","1585.59","185.57","1324.62","206.09",23076,0,"0 %",12080,1,"0.01 %","511.77","1427.62","6.32","13.18","20.18",63
"31","waiting-balloon-31","Linux","VOA-VGA04 (480x640)","2021-03-23T19:51:20.139Z","365.983","2021-03-23T19:53:10.078Z","192.58",70.53,5.5,16,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d81","Error while running .clickElement) protocol action: stale element reference: element is not attached to the page document","208.30","59.36","38.17","21.14","112.08","12.80",52068,0,"0 %",17548,25,"0.28 %","14.81",29,"12.66","21.90","52.88",323,"5235.46","1338.55","1170.25","283.09","1720.51","79.73",92177,0,"0 %",28764,0,"0 %","1210.99","2009.75","10.93","37.42","43.59",241
"32","waiting-balloon-32","Linux","VOA-VGA (480x640)","2021-03-23T19:51:20.140Z","331.89","2021-03-23T19:54:11.542Z","129.371",7.19,5.3,16,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d82","https:/www.staging.liviasaude.com.br/assetslv2/img/img-consultas-mobile-maior.jpg - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","55.80","29.49","155.71",0,"33.55","20.31",12048,0,"0 %",6160,21,"0.34 %","15.86",105,"5.52","8.94","16.85",28,"1201.06","812.37","2016.89","100.70","1162.17","267.80",18388,0,"0 %",12471,1,"0.01 %","448.05","850.57","6.15","15.64","18.69",37
"33","waiting-balloon-33","Linux","VOA-VGA04 (480x640)","2021-03-23T19:51:20.140Z","348.822","2021-03-23T19:53:07.568Z","175.756",101.06,5.8,17,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d83","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","145.02","30.68","45.95","12.56","76.21","6.57",24763,0,"0 %",8480,0,"0 %","10.68",24,"8.09","12.02","20.52",42,"4167.66","888.72","1351.59","309.89","2294.33","65.44",48578,0,"0 %",17834,1,"0.01 %","85.21","103.78","6.96","18.32","23.25",86
"34","waiting-balloon-34","Linux","VOA-VGA (480x640)","2021-03-23T19:51:20.141Z","332.291","2021-03-23T19:54:10.564Z","84.396",3.87,5.5,17,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d84","https:/www.staging.liviasaude.com.br/assetslv2/img/header-desktop.jpg - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","29.65","27.39","113.05",0,"33.34","18.18",4037,0,"0 %",4063,20,"0.49 %","13.91",124,"7.11","14.77","18.64",28,"777.09","785.62","1538.46","170.01","1213.58","204.02",7555,0,"0 %",7807,0,"0 %","799.06","1750.62","6.25","15.84","18.03",54
"35","waiting-balloon-35","Linux","VOA-VGA04 (480x640)","2021-03-23T19:51:20.141Z","350.222","2021-03-23T19:53:11.126Z","172.511",50.72,5.5,18,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d85","Error while running .elementSubmit) protocol action: stale element reference: element is not attached to the page document","203.81","59.18","33.91","19.50","49.81","6.98",46980,"2.14","0.03 %",15177,"18.50","0.24 %","15.68",31,"14.35","25.98","42.65",107,"5414.56","1494.64","1336.61","187.84","1516.04","58.77",88742,0,"0 %",27928,0,"0 %","1380.19","2141.88","10.70","54.46","46.13",242
"36","waiting-balloon-36","Linux","VOA-VGA (480x640)","2021-03-23T19:51:20.144Z","319.83","2021-03-23T19:53:55.013Z","122.978",4.77,5.6,18,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d86","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:944575 Se","58.03","28.44","134.61",0,"35.50","19.11",11517,8,"0.14 %",5880,0,"0 %","16.44",33,"7.65","24.27","24.43",88,"1577.52","782.96","1690.35","254.09","1321.95","210.48",22145,0,"0 %",11464,0,"0 %","395.40","996.62","7.13","13.80","20.61",104
"37","waiting-balloon-37","Linux","VOA-VGA04 (480x640)","2021-03-23T19:51:20.144Z","364.456","2021-03-23T19:53:10.701Z","188.401",74.04,5.5,19,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d87","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","205.62","60.52","34.84","19.41","160.09","12.90",52073,0,"0 %",17065,"14.50","0.17 %","14.57",27,"12.13","24.04","43.12",272,"5739.67","1507.87","1466.15","239.46","1630.03","115.83",99932,0,"0 %",31042,0,"0 %","1555.08","2820.00","12.23","31.89","44.57",299
"38","waiting-balloon-38","Linux","VOA-VGA (480x640)","2021-03-23T19:51:20.145Z","361.023","2021-03-23T19:54:13.839Z","121.368",4.43,5.3,19,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d88","https:/www.staging.liviasaude.com.br/assetslv2/img/header-desktop.jpg - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","57.02","28.19","85.41",0,"34.04","19.52",11316,0,"0 %",5816,0,"0 %","16.77",32,"6.19","9.69","19.92",42,"1271.99","847.95","1602.52","154.94","1554.92","259.89",18040,0,"0 %",11921,1,"0.01 %","537.88","1517.75","6.69","15.56","18.46",64
"39","waiting-balloon-39","Linux","VOA-VGA04 (480x640)","2021-03-23T19:51:20.145Z","363.181","2021-03-23T19:53:07.781Z","195.655",71.41,5.6,20,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d89","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","175.92","29.65","41.52","14.12","127.43","13.16",44497,"0.33","0.00 %",8885,23,"0.26 %","12.90",26,"11.01","23.92","27.29",63,"5027.99","747.95","1480.52","241.21","4270.40","51.05",88574,0,"0 %",15877,0,"0 %","140.66","199.41","10.26","45.23","29.77",272
"40","waiting-balloon-40","Linux","VOA-VGA (480x640)","2021-03-23T19:51:20.145Z","345.222","2021-03-23T19:54:07.442Z","135.951",4,5.8,20,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d8a","https:/www.staging.liviasaude.com.br/assetslv2/img/marca-szd.png - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","29.79","27.95","101.41",0,"34.98","15.05",6482,0,"0 %",6536,20,"0.31 %","9.92",28,"6.43","9.13","16.45",29,"885.68","875.05","1317.11","199.51","1496.66","231.25",13747,0,"0 %",13906,1,"0.01 %","702.74","1969.00","6.35","25.51","19.91",47
"41","waiting-balloon-41","Linux","VOA-VGA04 (480x640)","2021-03-23T19:51:20.146Z","374.425","2021-03-23T19:53:12.910Z","196.522",76.87,5.6,21,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d8b","Error while running .clickElement) protocol action: stale element reference: element is not attached to the page document","205.81","57.15","35.83","9.45","152.50","12.34",52913,"0.86","0.01 %",17955,11,"0.12 %","15.42",30,"14.81","30.92","48.04",165,"5727.12","1579.92","1503.23","214.16","2090.55","130.04",103597,0,"0 %",34302,0,"0 %","1354.89","2144.52","9.35","20.71","40.12",209
"42","waiting-balloon-42","Linux","VOA-VGA (480x640)","2021-03-23T19:51:20.146Z","356.904","2021-03-23T19:54:18.282Z","129.53",3.91,5.6,21,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d8c","https:/www.staging.liviasaude.com.br/assetslv2/img/marca-alta.svg - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","54.94","30.41","97.82",0,"33.41",20,12330,3,"0.05 %",6236,8,"0.13 %","16.48",31,"6.54","10.65","23.36",69,"1599.77","811.20","1661.66","332.31","1465.35","218.39",23727,0,"0 %",12390,0,"0 %","291.79","496.00","6.20","27.84","19.79",84
"43","waiting-balloon-43","Linux","VOA-VGA04 (480x640)","2021-03-23T19:51:20.147Z","368.859","2021-03-23T19:53:59.063Z","148.964",54.43,5.7,22,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d8d","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","86.30","29.29","38.14","18.75","40.79","14.26",16350,0,"0 %",7291,21,"0.29 %","7.99",16,"7.22","11.40","20.13",101,"2523.46","809.37","1183.09","252.93","1250.95","108.97",33332,0,"0 %",14381,0,"0 %","32.36","192.79","6.43","13.80","19.52",89
"44","waiting-balloon-44","Linux","VOA-VGA (480x640)","2021-03-23T19:51:20.147Z","367.062","2021-03-23T19:54:45.409Z","102.598",6.41,5.8,22,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d8e","Error while running .navigateTo) protocol action: An unknown error has occurred.","28.49","28.50","33.71","16.91","33.16","15.97",5030,0,"0 %",4817,0,"0 %","8.29",21,"6.56","10.52","18.07",28,"896.20","840.84","1239.98","248.59","1145.99","245.02",10714,0,"0 %",9969,1,"0.01 %","185.92","403.00","5.97","13.08","20.42",48
"45","waiting-balloon-45","Linux","VOA-VGA04 (480x640)","2021-03-23T19:51:20.148Z","362.308","2021-03-23T19:53:24.532Z","172.955",52.7,5.4,23,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d8f","Error while running .clickElement) protocol action: stale element reference: element is not attached to the page document","203.72","58.43","58.64",0,"89.88","8.52",48335,0,"0 %",15823,"9.50","0.12 %","14.89",37,"13.08","24.52","33.03",87,"5721.20","1533.79","1525.66","256.01","1409.55","195.89",93206,0,"0 %",29049,1,"0.01 %","1032.05","1750.52","10.35","33.84","36.67",184
"46","waiting-balloon-46","Linux","VOA-VGA (480x640)","2021-03-23T19:51:20.148Z","351.172","2021-03-23T19:54:08.736Z","126.469",3.66,5.4,23,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d90","https:/www.staging.liviasaude.com.br/assetslv2/img/img-consultas-mobile.jpg - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","54.93","28.60","73.89",0,"33.78","15.28",11964,0,"0 %",6045,19,"0.31 %","15.07",32,"7.23","11.60","21.54",264,"1569.73","830.52","1460.38","193.06","1489.20","225.39",22753,0,"0 %",12389,2,"0.02 %","641.20","1498.10","7.10","21.21","20.60",79
"47","waiting-balloon-47","Linux","VOA-VGA04 (480x640)","2021-03-23T19:51:20.152Z","323.381","2021-03-23T19:53:09.556Z","190.209",64.85,5.6,24,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d91","Error while running .clickElement) protocol action: stale element reference: element is not attached to the page document","171.65","59.83","41.38","8.95","75.30","9.65",44528,0,"0 %",15599,15,"0.19 %","10.89",27,"8.73","17.65","27.35",153,"5136.34","1591.73","1304.64","295.77","2037.30","129.71",92995,0,"0 %",30551,0,"0 %","655.34","1584.00","7.01","29.94","22.80",59
"48","waiting-balloon-48","Linux","VOA-VGA (480x640)","2021-03-23T19:51:20.156Z","311.469","2021-03-23T19:53:42.696Z","156.407",4.58,5.7,24,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d92","No errors","57.32","28.35","91.18",0,"34.85","16.42",14956,0,"0 %",7489,21,"0.28 %","10.37",27,"9.29","33.56","19.90",32,"1786.31","879.27","1752.59","297.54","1287.79","292.63",32343,0,"0 %",16387,0,"0 %","421.88","1317.00","6.12","23.49","20.64",76
"49","waiting-balloon-49","Linux","VOA-VGA04 (480x640)","2021-03-23T19:51:20.156Z","350.156","2021-03-23T19:53:12.874Z","201.111",102.94,5.7,25,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a46b8fdab110011d96d93","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","115.62","60.10","79.63","11.30","72.95","13.39",26377,0,"0 %",17714,5,"0.06 %","10.40",20,"7.56","15.17","25.93",76,"3166.31","1655.16","2752.11",238,"1508.19","99.54",49837,0,"0 %",35754,0,"0 %","153.52","386.00","6.48","19.76","20.92",98
