"Probe Number","Probe Name","OS","Media","Test start time","Test duration","Connection start time","Connection duration","callSetupTime","score","sessionNumber","inSessionIdx","networking","firewall","browser","location","status","URL","reason","audioBitrate_In","audioBitrate_Out","audioBitrate_In_Max","audioBitrate_In_Min","audioBitrate_Out_Max","audioBitrate_Out_Min","audioPackets_In","audioPacketsLoss_In","audioPacketsLossPercent_In","audioPackets_Out","audioPacketsLoss_Out","audioPacketsLossPercent_Out","audioJitter_In","audioJitter_In_Max","audioJitter_Out","audioJitter_Out_Max","audioRoundtrip","audioRoundtrip_Max","videoBitrate_In","videoBitrate_Out","videoBitrate_In_Max","videoBitrate_In_Min","videoBitrate_Out_Max","videoBitrate_Out_Min","videoPackets_In","videoPacketsLoss_In","videoPacketsLossPercent_In","videoPackets_Out","videoPacketsLoss_Out","videoPacketsLossPercent_Out","videoJitter_In","videoJitter_In_Max","videoJitter_Out","videoJitter_Out_Max","videoRoundtrip","videoRoundtrip_Max"
"036","overt-month-036","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.816Z","179.333","2021-07-08T23:15:46.986Z","125",3.01,7.8,18,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b546","2021-07-08T23:15:46.337Z"" ""warn"" ""[RemoteVideoTrackPublication #0: MTa057511449bf7178f24ff639e89ec674]"" ""MTa057511449bf7178f24ff639e89ec674: ON > OFF","12.27","12.53","17.12","1.14","17.28","0.59",5223,0,"0 %",5251,0,"0 %","3.48",6,"3.36","5.38","21.97",30,"1040.50","1590.64","2154.63","17.38","975.35","123.56",14662,1,"0.01 %",24748,0,"0 %","4062.57",13200,"10.97","30.03","22.15",38
"037","overt-month-037","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.818Z","164.039","2021-07-08T23:15:33.189Z","122.991",3.99,7.9,19,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b547","No errors","12.75","12.50","16.84","0.29","16.80","0.26",5187,0,"0 %",5260,0,"0 %","3.64",6,"0.94","0.94",19,19,"873.49","1824.94","2501.87","78.47","885.84","158.41",11955,0,"0 %",26756,1,"0.01 %","5081.32",16168,"9.96","34.03","21.89",31
"038","overt-month-038","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.819Z","165.724","2021-07-08T23:15:33.380Z","125",3.01,8,19,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b548","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-019 - Failed to load resource: the server responded with a status of 500 ()","12.29","12.66","17.16","0.27","17.47","0.29",5210,0,"0 %",5287,0,"0 %","3.48",8,"3.43","6.60","21.37",33,"1114.50","1622.49","3333.41","136.12","966.41","86.55",15681,2,"0.01 %",26449,1,"0.01 %","3614.07",12732,"11.32","32.59","21.71",36
"039","overt-month-039","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.866Z","173","2021-07-08T23:15:43.565Z","122.561",4.53,8.6,20,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b549","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-020 - Failed to load resource: the server responded with a status of 500 ()","12.33","12.18","16.81","1.78","17.31","0.28",5092,0,"0 %",5218,0,"0 %","3.24",6,"2.52","2.52",20,20,"1133.57","1859.84","2320.49","388.24","1016.33","105.70",15310,0,"0 %",28628,1,"0.01 %","3320.54",9631,"10.12","49.29","22.47",37
"040","overt-month-040","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.868Z","177.366","2021-07-08T23:15:43.811Z","127",5,8.5,20,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b54a","2021-07-08T23:15:43.668Z"" ""warn"" ""[RemoteVideoTrackPublication #1: MT66d8a77c9df2f95d4a0f0edfa3d81f4a]"" ""MT66d8a77c9df2f95d4a0f0edfa3d81f4a: ON > OFF","11.78","12.27","16.83","2.49","17.27","2.01",5210,0,"0 %",5242,0,"0 %","3.48",6,"3.05","6.58","21.47",31,"1179.71","1772.89","3139.34","257.84","253.72","74.50",16814,0,"0 %",27190,0,"0 %","3267.21",11399,"20.27","54.98","21.41",33
"041","overt-month-041","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.874Z","165.278","2021-07-08T23:15:34.492Z","123.143",2.11,8.7,21,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b54b","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-021 - Failed to load resource: the server responded with a status of 500 ()","11.22","12.56","16.80","0.29","17.02","0.32",4808,0,"0 %",5318,0,"0 %","3.40",7,"2.82","6.19","21.84",37,"1100.11","2126.98","2171.43","307.49","1016.62","94.80",15489,0,"0 %",31334,2,"0.02 %","3552.80",13158,"8.88","36.81","22.22",38
"042","overt-month-042","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.876Z","166.896","2021-07-08T23:15:35.042Z","124.012",0.95,7.9,21,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b54c","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-021 - Failed to load resource: the server responded with a status of 500 ()","12.44","11.24","17.15","0.25","17.75","0.27",5266,0,"0 %",4903,0,"0 %","2.92",5,"3.08","6.42","21.90",30,"1177.84","1877.20","2931.05","43.22","3647.99","274.14",16574,0,"0 %",29326,"0.67","0.01 %","3813.35",11225,"3.24","24.49","22.28",31
"043","overt-month-043","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.878Z","168.283","2021-07-08T23:15:36.138Z","125.001",2.01,8.1,22,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b54d","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-022 - Failed to load resource: the server responded with a status of 500 ()","12.42","12.55","17.55","2.94","17.11","0.28",5271,0,"0 %",5332,0,"0 %","3.40",6,"3.46","7.23","21.61",34,"1144.79","1562.63","2750.19","407.63","904.02","67.17",16174,0,"0 %",24770,"0.33","0.00 %","3378.21",10888,"9.61","38.24","22.28",34
"044","overt-month-044","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.879Z","165.353","2021-07-08T23:15:35.864Z","123.113",3.11,7.8,22,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b54e","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-022 - Failed to load resource: the server responded with a status of 500 ()","12.57","12.63","16.93","0.34","16.95","2.04",5205,0,"0 %",5322,0,"0 %","3.58",8,"2.96","5.21","22.59",34,"981.97","1785.69","2022.09","168.10","3347.10","269.36",13552,0,"0 %",28369,"0.33","0.00 %","4054.03",11676,"3.38","15.60","21.64",31
"045","overt-month-045","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.884Z","165.709","2021-07-08T23:15:35.126Z","123.451",4.45,8.5,23,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b54f","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-023 - Failed to load resource: the server responded with a status of 500 ()","12.33","12.38","17.26","2.74","16.81","0.68",5108,0,"0 %",5310,0,"0 %","3.62",8,"2.24","2.25",20,20,"1054.89","1795.66","2048.27","229.87","251.44","52.16",14450,0,"0 %",27381,"0.33","0.00 %","3485.10",8373,"19.43","54.67","22.32",37
"046","overt-month-046","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.885Z","168.854","2021-07-08T23:15:35.348Z","127",4,8.3,23,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b550","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-023 - Failed to load resource: the server responded with a status of 500 ()","12.03","12.28","17.03","2.73","17.63","0.66",5290,0,"0 %",5260,0,"0 %","3.07",6,"2.97","5.63","21.85",36,"1080.48","1666.12","2360.05","325.62","282.77","46.58",15395,0,"0 %",26954,0,"0 %","3295.55",9266,"20.99","59.67","21.64",32
"047","overt-month-047","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.887Z","165.507","2021-07-08T23:15:35.112Z","122.996",4,8.1,24,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b551","No errors","12.54","12.37","16.78","1.40","16.55","0.30",5197,0,"0 %",5339,0,"0 %","3.51",6,"4.38","4.38",21,21,"1148.12","1787.39","2613.60",0,"3526.25","528.66",15546,0,"0 %",27124,"1.33","0.01 %","3182.51",14739,"3.83","18.11","22.53",39
"048","overt-month-048","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.889Z","168.629","2021-07-08T23:15:36.044Z","126",2.95,8.1,24,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b552","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-024 - Failed to load resource: the server responded with a status of 500 ()","12.03","12.48","16.70","0.77","16.77","0.27",5253,0,"0 %",5350,0,"0 %","3.43",7,"3.16","6.29","22.02",28,"1187.48","1862.37","3157.63","150.70","2801.88","425.80",16999,0,"0 %",28352,"1.67","0.02 %","3214.76",8485,"3.44","11.83","21.84",32
"049","overt-month-049","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.890Z","167.932","2021-07-08T23:15:37.241Z","123.189",0.25,7.8,25,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b553","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-025 - Failed to load resource: the server responded with a status of 500 ()","12.67","12.10","16.98","0.30",17,"0.26",5378,0,"0 %",5264,0,"0 %","3.25",6,0,0,0,0,"983.13","1857.80","2233.04","174.48","2693.89","516.93",13970,0,"0 %",27994,"0.33","0.00 %","3317.82",10868,"3.86","14.53","22.17",32
"050","overt-month-050","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.891Z","166.723","2021-07-08T23:15:37.502Z","122",0,7.8,25,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b554","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-025 - Failed to load resource: the server responded with a status of 500 ()","12.16","12.67","16.88","0.25","17.08","1.39",5236,0,"0 %",5339,0,"0 %","3.69",6,"2.95","5.33","22.19",36,"1148.63","1460.31","2386.21","503.80","843.16","123.87",16029,0,"0 %",22972,0,"0 %","3167.03",11828,"9.03","32.02","21.72",35
"051","overt-month-051","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.894Z","174.448","2021-07-08T23:15:45.136Z","122.156",4.16,7.8,26,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b555","No errors","12.19","12.37","17.45","2.14","16.45","0.27",5014,0,"0 %",5278,0,"0 %","3.72",7,"3.04","6.17","22.17",41,"1014.27","1905.16","2637.85","221.73","3869.08","451.73",13643,0,"0 %",28649,"0.67","0.01 %","3925.43",11027,"3.13","14.59","22.63",42
"052","overt-month-052","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.895Z","178.209","2021-07-08T23:15:45.768Z","125.999",3.02,7.3,26,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b556","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-026 - Failed to load resource: the server responded with a status of 500 ()","12.01","12.16","17.68","3.06","17.59","0.29",5239,0,"0 %",5212,0,"0 %","3.32",11,"3.41","6.31","21.75",33,"1091.89","1652.61","2229.44","39.82","3481.02",0,15480,1,"0.01 %",25615,0,"0 %","3769.64",14048,"3.88","19.37","22.58",39
"053","overt-month-053","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.896Z","165.283","2021-07-08T23:15:34.499Z","123.025",2.03,8.1,27,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b557","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-027 - Failed to load resource: the server responded with a status of 500 ()","12.46","12.39","16.75","1.78","17.40","1.15",5218,0,"0 %",5270,0,"0 %","3.63",7,"3.14","5.54","22.08",48,"1037.24","1681.28","2649.34","191.22","304.94","60.77",14326,0,"0 %",25880,2,"0.02 %","3975.45",12650,"21.82","54.83","22.11",50
"054","overt-month-054","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.897Z","166.835","2021-07-08T23:15:35.418Z","123.966",1,7.8,27,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b558","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-027 - Failed to load resource: the server responded with a status of 500 ()","12.27","12.48","17.41","1.66","16.96","0.29",5230,0,"0 %",5313,0,"0 %","3.44",6,"0.96","0.96",0,0,"1067.01","1971.89","3061.75","194.73","3351.01","423.05",15179,0,"0 %",28087,"4.33","0.05 %","3296.13",9929,"3.99","15.94","22.30",32
"055","overt-month-055","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.898Z","179.233","2021-07-08T23:15:49.011Z","122.714",3.74,8,28,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b559","No errors","12.42","12.50","16.77","0.25","16.88","2.11",5136,0,"0 %",5287,0,"0 %","3.58",6,"4.27","4.27",20,20,"929.76","1660.42","1890.31",0,"240.09",36,12789,0,"0 %",25940,1,"0.01 %","3415.90",9719,"21.65","52.61","22.00",39
"056","overt-month-056","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.899Z","182.483","2021-07-08T23:15:49.871Z","125.951",2.98,7.3,28,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b55a","2021-07-08T23:15:49.104Z"" ""warn"" ""[RemoteVideoTrackPublication #1: MTd35016d6893f9325028a79b56083d381]"" ""MTd35016d6893f9325028a79b56083d381: ON > OFF","12.15","12.35","17.09","2.55","17.24","2.03",5285,0,"0 %",5291,0,"0 %","3.51",6,"3.39","5.48","22.19",36,"1060.12","1665.50","2201.36","302.92","2838.02",0,15116,0,"0 %",25978,"2.67","0.03 %","3461.44",11539,"4.81","13.64","22.24",35
"057","overt-month-057","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.901Z","165.317","2021-07-08T23:15:34.694Z","124.016",3.03,8.3,29,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b55b","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-029 - Failed to load resource: the server responded with a status of 500 ()","12.69","12.06","17.23","0.27","17.05","0.27",5284,0,"0 %",5152,0,"0 %","3.58",7,"1.48","1.48",20,20,"1188.17","1862.42","3113.91",0,"1048.75","109.29",16203,0,"0 %",28315,"3.33","0.04 %","4284.86",13323,"9.80","34.72","22.36",38
"058","overt-month-058","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.902Z","167.863","2021-07-08T23:15:34.755Z","125.967",3,8.6,29,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b55c","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-029 - Failed to load resource: the server responded with a status of 500 ()","11.88","12.72","17.24","0.27","17.14","0.30",5116,0,"0 %",5374,0,"0 %","3.33",6,"3.37","6.19","21.92",30,"1094.82","2211.48","2549.38","193.44","1039.72","75.41",15773,0,"0 %",32851,"2.67","0.02 %","2695.45",6572,"10.24","41.50","22.19",29
"059","overt-month-059","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.903Z","178.287","2021-07-08T23:15:43.386Z","125.979",3.11,7.9,30,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b55d","2021-07-08T23:15:43.275Z"" ""warn"" ""[RemoteVideoTrackPublication #1: MT88f8fb0f059d8efae4d0d58c4de56765]"" ""MT88f8fb0f059d8efae4d0d58c4de56765: ON > OFF","12.24","11.98","16.73","1.02","17.38","0.27",5311,0,"0 %",5138,0,"0 %","3.43",7,"3.52","6.50","22.29",32,"1046.91","1789.75","2304.33","213.73","3948.90","507.74",14834,0,"0 %",26873,0,"0 %","3653.98",12407,"4.87","14.69","22.59",33
"060","overt-month-060","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.904Z","173.239","2021-07-08T23:15:42.920Z","123.412",4.41,8.6,30,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b55e","No errors","12.07","12.49","16.96","0.27","16.97","0.30",4993,0,"0 %",5341,0,"0 %","3.72",7,"3.01","6.63","22.38",31,"1051.17","1795.26","2340.70","274.56","275.35","36.90",14252,0,"0 %",27231,0,"0 %","4495.03","16376.00","19.96","53.87","22.32",36
"061","overt-month-061","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.907Z","178.392","2021-07-08T23:15:43.975Z","126.002",3.07,8.5,31,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b55f","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-031 - Failed to load resource: the server responded with a status of 500 ()","11.56","12.58","16.69","0.29","16.96","1.45",5086,0,"0 %",5337,0,"0 %","3.20",6,"3.43","7.77","22.48",36,"1096.41","1905.46","2034.81","288.83","825.85","101.38",15540,0,"0 %",28972,"2.33","0.02 %","3393.51",12663,"11.01","33.23","22.24",31
"062","overt-month-062","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.908Z","172.626","2021-07-08T23:15:44.125Z","122",2.98,8.6,31,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b560","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-031 - Failed to load resource: the server responded with a status of 500 ()","12.67","11.93","16.80","0.32","16.96","1.12",5195,0,"0 %",5094,0,"0 %","3.60",8,"2.50","2.50",19,19,"1152.21","1849.26","2974.95","415.46","801.91","132.22",15599,0,"0 %",28434,1,"0.01 %","3900.29",10434,"9.32","31.37","21.52",39
"063","overt-month-063","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.909Z","163.85","2021-07-08T23:15:33.414Z","123.01",3,8,32,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b561","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-032 - Failed to load resource: the server responded with a status of 500 ()","12.34","12.56","17.73","0.42","16.84","0.37",5095,0,"0 %",5332,0,"0 %","3.41",6,"2.48","2.48",23,23,"1019.78","1637.19","2131.84",0,"895.30","88.79",14075,0,"0 %",26048,0,"0 %","3904.09",10643,"11.41","38.14","22.93",42
"064","overt-month-064","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.911Z","169.723","2021-07-08T23:15:34.082Z","126",1.97,8.1,32,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b562","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-032 - Failed to load resource: the server responded with a status of 500 ()","12.29","12.31","17.52","1.43","17.13","0.28",5304,0,"0 %",5263,0,"0 %","3.79",7,"2.96","5.90","22.27",35,"937.70","1884.64","1935.35","137.28","1064.23","131.12",13476,0,"0 %",28049,4,"0.04 %","5313.53",15123,"9.51","34.88","21.71",32
"065","overt-month-065","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.912Z","176.007","2021-07-08T23:15:41.832Z","125.973",3.97,8.2,33,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b563","2021-07-08T23:15:41.191Z"" ""warn"" ""[RemoteVideoTrackPublication #1: MT934e1ec20dc4da4c7f86d1df65653eb2]"" ""MT934e1ec20dc4da4c7f86d1df65653eb2: ON > OFF","12.13","12.36","16.88","0.55","17.39","0.30",5225,0,"0 %",5221,0,"0 %","3.10",6,"3.23","8.46","22.46",35,"1037.21","1791.78","3461.64","169.55","263.29","49.16",14768,0,"0 %",27583,0,"0 %","3414.69",10005,"19.75","48.84","21.87",31
"066","overt-month-066","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.914Z","170.41","2021-07-08T23:15:41.069Z","122.517",4.55,8.4,33,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b564","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-033 - Failed to load resource: the server responded with a status of 500 ()","12.42","12.50","16.95","0.27","17.33","0.37",5075,0,"0 %",5249,0,"0 %","3.14",8,"1.10","1.10",20,20,"1077.43","1794.66","2192.23","281.48","282.95","71.77",14590,0,"0 %",26461,"2.67","0.03 %","2924.92",8102,"17.69","72.06","21.82",32
"067","overt-month-067","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.915Z","167.669","2021-07-08T23:15:38.060Z","123.011",4.01,8.2,34,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b565","No errors","12.68","12.44","17.08","0.29","17.07","0.25",5122,1,"0.02 %",5319,0,"0 %","3.74",7,"3.08","6.04","21.66",31,"878.31","2074.24","2655.41","140.88","907.71","157.48",11964,0,"0 %",30480,"1.67","0.02 %","4386.72",14303,"9.63","32.73","22.09",32
"068","overt-month-068","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.917Z","170.896","2021-07-08T23:15:38.190Z","126",3.02,6.9,34,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b566","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-034 - Failed to load resource: the server responded with a status of 500 ()","12.20","12.52","16.86","0.25","16.73","0.48",5290,0,"0 %",5272,0,"0 %","3.38",6,"3.54","7.17","21.81",30,"1153.53","1668.35","3422.86","33.36","2679.98",0,16336,2,"0.01 %",25867,3,"0.03 %","4244.68",12383,"3.57","13.51","22.36",31
"069","overt-month-069","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.918Z","163.806","2021-07-08T23:15:33.492Z","122.573",4.57,8.6,35,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b567","No errors","12.47","12.36","16.99","0.32","16.90","0.38",5115,0,"0 %",5224,0,"0 %","3.33",6,"3.09","6.85","22.38",39,"1101.16","1838.02","2100.53","314.45","227.13","38.53",14828,0,"0 %",28044,1,"0.01 %","3197.27",9452,"19.85","78.09","21.79",35
"070","overt-month-070","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.968Z","167.115","2021-07-08T23:15:33.556Z","127",4,8.3,35,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b568","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-035 - Failed to load resource: the server responded with a status of 500 ()","12.01","12.42","16.88","0.52","17.39","2.70",5245,0,"0 %",5315,0,"0 %","3.44",6,"2.76","5.02","22.04",34,"1096.58","1872.63","2965.17","61.69","720.24","123.61",15794,3,"0.02 %",28057,"0.33","0.00 %","3390.33",10749,"8.47","28.03","21.76",31
"071","overt-month-071","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.970Z","166.625","2021-07-08T23:15:36.319Z","122.958",0,7.7,36,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b569","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-036 - Failed to load resource: the server responded with a status of 500 ()","12.73","5.37","16.99","1.72","15.59","0.25",5356,0,"0 %",3100,0,"0 %","3.18",6,"3.12","5.35","22.22",32,"1047.21","1847.76","3200.22","104.32","3822.33","363.43",14894,0,"0 %",27958,1,"0.01 %","3669.96",12121,"3.35","13.53","21.95",28
"072","overt-month-072","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.972Z","165.506","2021-07-08T23:15:35.811Z","123.198",1.2,7.4,36,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b56a","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-036 - Failed to load resource: the server responded with a status of 500 ()","5.39","12.75","16.46","0.25","16.79","2.31",3054,0,"0 %",5364,0,"0 %","3.42",6,"2.96","6.15","21.95",34,"1080.77","1746.25","2255.40","163.45","3376.33",0,15166,0,"0 %",27721,"0.33","0.00 %","3587.86",9874,"4.01","20.51","22.50",40
"073","overt-month-073","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.974Z","166.86","2021-07-08T23:15:36.485Z","123.578",4.58,8.2,37,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b56b","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-037 - Failed to load resource: the server responded with a status of 500 ()","12.04","12.27","16.62","0.28","16.88","0.27",5049,0,"0 %",5255,0,"0 %","3.15",5,"3.21","3.21",21,21,"1019.72","1842.90","3012.40","108.22","712.16","106.81",13862,0,"0 %",28071,0,"0 %","3457.10",18295,"10.88","46.66","22.71",42
"074","overt-month-074","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.976Z","169.863","2021-07-08T23:15:37.380Z","126",2.94,7.9,37,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b56c","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-037 - Failed to load resource: the server responded with a status of 500 ()","11.94","12.00","18.02","2.18","16.85","0.27",5205,0,"0 %",5197,0,"0 %","3.52",7,"3.05","7.27","22.47",34,"1099.03","1890.84","2739.54","181.73","3279.10","483.49",15728,0,"0 %",26738,2,"0.02 %","4176.07",16838,"3.26","11.61","22.39",35
